               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.022785,           0.0078073,            0.015303,             0.90485,             0.71104,              0.7884,             0.61093,            0.020182,           0.0050356,            0.025226,           0.0069706,           0.0069706,           0.0069706
                 155,             0.02263,           0.0073913,            0.016423,             0.91491,             0.66432,             0.77844,             0.59541,            0.021556,           0.0048355,            0.024363,           0.0069508,           0.0069508,           0.0069508
                 156,            0.022077,           0.0078832,            0.015066,             0.88336,             0.68633,             0.77543,             0.59361,            0.021977,           0.0045585,            0.025338,            0.006931,            0.006931,            0.006931
                 157,            0.022823,           0.0077178,            0.014675,             0.86295,             0.70163,             0.77224,             0.56935,            0.021778,           0.0051112,            0.023015,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022506,           0.0078718,            0.014463,              0.8451,             0.75738,             0.78222,             0.60292,            0.022171,           0.0057233,            0.020166,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022001,           0.0076952,            0.016399,             0.86242,             0.74106,             0.79195,             0.61168,            0.020497,           0.0054378,            0.021982,           0.0068716,           0.0068716,           0.0068716
                 160,            0.022675,           0.0076532,            0.014159,             0.91154,              0.7162,             0.79611,             0.61084,            0.021143,           0.0046368,            0.024342,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022338,           0.0075465,            0.014361,             0.88468,             0.69033,             0.77263,             0.60731,            0.019702,           0.0047742,            0.025279,            0.006832,            0.006832,            0.006832
                 162,            0.021927,           0.0078837,            0.013288,             0.83503,             0.69552,             0.76462,             0.60947,            0.021655,           0.0055089,            0.022491,           0.0068122,           0.0068122,           0.0068122
                 163,            0.022406,           0.0076649,            0.015294,             0.87724,             0.69627,             0.76259,             0.58572,            0.021244,           0.0045264,            0.026737,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022174,           0.0077156,            0.013511,             0.88851,             0.67334,             0.78076,             0.59929,            0.021232,           0.0046415,            0.026744,           0.0067726,           0.0067726,           0.0067726
                 165,            0.022597,           0.0077517,            0.016341,             0.89556,             0.70241,             0.77812,             0.56463,            0.024943,           0.0049956,            0.023909,           0.0067528,           0.0067528,           0.0067528
                 166,            0.022545,           0.0077041,            0.014084,             0.86231,             0.71261,             0.77152,             0.58523,            0.023671,           0.0052936,            0.024965,            0.006733,            0.006733,            0.006733
                 167,            0.022663,           0.0075362,            0.013979,             0.87149,             0.72354,             0.78893,             0.60298,            0.020977,           0.0047595,            0.025071,           0.0067132,           0.0067132,           0.0067132
                 168,            0.022049,           0.0073846,            0.014126,             0.87044,             0.71161,             0.78339,             0.62343,            0.020418,           0.0042655,            0.027533,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022626,           0.0077609,            0.015115,             0.84746,             0.69461,             0.78247,              0.5992,            0.020563,           0.0047408,            0.027132,           0.0066736,           0.0066736,           0.0066736
                 170,             0.02268,           0.0076802,            0.013269,             0.88153,              0.7004,             0.77654,             0.59692,            0.019397,           0.0046911,            0.027008,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022539,           0.0075156,            0.014372,             0.86249,             0.72728,             0.78147,             0.60513,            0.018608,           0.0044218,            0.027504,            0.006634,            0.006634,            0.006634
                 172,            0.021982,           0.0073638,              0.0125,             0.84218,             0.72553,             0.77487,             0.61487,            0.019837,           0.0052106,            0.023775,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022336,           0.0077754,            0.014887,             0.85573,             0.74955,              0.7833,             0.61629,            0.020466,           0.0050648,            0.019282,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021579,           0.0075185,            0.015645,             0.90671,             0.71055,             0.77479,             0.60759,            0.019023,           0.0052124,            0.021804,           0.0065746,           0.0065746,           0.0065746
                 175,            0.021939,           0.0076606,            0.015543,             0.93209,             0.66916,             0.77109,             0.60498,            0.019617,           0.0041962,            0.026455,           0.0065548,           0.0065548,           0.0065548
                 176,            0.021811,           0.0076812,            0.014554,             0.87467,             0.70027,             0.76175,             0.59625,            0.019678,           0.0041881,            0.029479,            0.006535,            0.006535,            0.006535
                 177,            0.021579,           0.0075738,            0.013914,             0.84558,             0.72991,             0.75635,             0.59014,            0.019009,           0.0047672,            0.026684,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022187,           0.0074478,            0.013417,               0.919,             0.70966,             0.76753,             0.60441,            0.019636,           0.0052325,            0.025192,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022179,           0.0076676,            0.014395,             0.90487,             0.69786,             0.77462,             0.60317,            0.018967,           0.0051783,            0.026145,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021335,            0.007447,            0.014879,             0.88698,             0.67952,              0.7771,             0.61075,            0.020448,           0.0049426,            0.025664,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021797,           0.0073573,            0.014865,             0.94119,             0.69622,             0.78177,              0.5994,            0.019512,           0.0052584,             0.02425,            0.006436,            0.006436,            0.006436
                 182,            0.021829,           0.0074805,            0.013665,             0.90762,             0.66546,             0.77229,             0.59523,            0.019908,            0.005312,            0.026305,           0.0064162,           0.0064162,           0.0064162
                 183,            0.021918,            0.007738,            0.015137,             0.86453,             0.70241,             0.77104,             0.57983,            0.020701,           0.0054908,             0.02367,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021171,           0.0074179,             0.01381,             0.88054,             0.67792,             0.76752,             0.57846,            0.021549,           0.0056028,            0.021791,           0.0063766,           0.0063766,           0.0063766
                 185,            0.021271,           0.0074972,            0.014172,             0.83012,             0.71625,              0.7773,             0.59374,            0.018879,            0.005137,            0.024909,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021725,           0.0074407,            0.015467,             0.92225,             0.65661,             0.77809,             0.60029,            0.021415,           0.0052126,            0.024713,            0.006337,            0.006337,            0.006337
                 187,            0.021753,           0.0075092,            0.014399,             0.84979,             0.71665,             0.77597,              0.6084,            0.018666,           0.0043628,            0.024568,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021412,           0.0075307,             0.01484,             0.84365,             0.74396,              0.7899,             0.62347,            0.018317,           0.0054002,            0.022801,           0.0062974,           0.0062974,           0.0062974
                 189,            0.020731,           0.0075276,            0.011984,             0.88175,             0.74066,             0.80265,             0.63608,            0.018335,           0.0049364,            0.021775,           0.0062776,           0.0062776,           0.0062776
                 190,            0.021797,           0.0073387,            0.014701,             0.92415,             0.71573,             0.79727,             0.62248,            0.019288,           0.0052436,            0.022358,           0.0062578,           0.0062578,           0.0062578
                 191,            0.021569,           0.0075897,             0.01377,             0.84686,              0.7467,             0.77902,             0.59589,            0.020036,            0.004849,            0.029305,            0.006238,            0.006238,            0.006238
                 192,            0.022297,           0.0075498,             0.01545,             0.86645,             0.68721,             0.76855,             0.60163,            0.019267,           0.0045488,            0.024268,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020923,           0.0075999,            0.013595,             0.88062,             0.66669,             0.76654,             0.60885,            0.018491,            0.005016,            0.023626,           0.0061984,           0.0061984,           0.0061984
                 194,            0.020667,           0.0074751,            0.013562,             0.94039,             0.67876,             0.79007,             0.61292,            0.019138,           0.0045872,            0.022732,           0.0061786,           0.0061786,           0.0061786
                 195,            0.021315,           0.0073668,            0.012491,             0.89534,             0.69191,             0.79093,             0.63429,            0.018443,            0.004561,            0.023608,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021619,           0.0072971,            0.014499,             0.85635,             0.70992,              0.7812,             0.62751,             0.01893,             0.00509,             0.02382,            0.006139,            0.006139,            0.006139
                 197,            0.019883,           0.0070418,            0.012341,             0.90932,             0.70817,             0.77601,             0.60627,            0.020722,           0.0050781,             0.02404,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021673,           0.0076232,            0.012397,             0.89114,             0.69243,             0.77073,             0.59647,            0.020238,           0.0050717,            0.026182,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021923,           0.0073531,            0.013437,             0.92593,             0.67093,              0.7873,             0.61105,            0.020666,           0.0050083,            0.024904,           0.0060796,           0.0060796,           0.0060796
                 200,            0.021383,           0.0072283,            0.012712,             0.89578,             0.70991,             0.78981,              0.6052,            0.019666,           0.0048624,            0.019884,           0.0060598,           0.0060598,           0.0060598
                 201,            0.020894,           0.0075882,            0.013426,             0.93852,             0.68634,             0.78805,             0.60735,            0.021097,            0.005212,            0.019413,             0.00604,             0.00604,             0.00604
                 202,            0.021467,           0.0074007,            0.014127,             0.94073,             0.69033,             0.78616,             0.60593,            0.021062,           0.0052822,            0.021805,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021215,           0.0075274,            0.013988,             0.91144,             0.70218,             0.79562,             0.63406,            0.019007,           0.0052034,            0.023387,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021507,           0.0076124,            0.012722,             0.89775,             0.69497,             0.78524,             0.60231,            0.022435,           0.0055019,            0.021674,           0.0059806,           0.0059806,           0.0059806
                 205,             0.02101,           0.0077082,            0.015645,              0.8808,               0.715,             0.79191,             0.60044,            0.019754,           0.0055299,            0.023493,           0.0059608,           0.0059608,           0.0059608
                 206,            0.020581,           0.0075156,            0.012669,             0.91258,             0.73489,              0.8023,             0.60426,            0.019383,           0.0050417,             0.02261,            0.005941,            0.005941,            0.005941
                 207,            0.020542,           0.0073043,            0.013111,             0.91061,             0.71267,             0.79334,             0.60236,            0.020345,           0.0052718,            0.022797,           0.0059212,           0.0059212,           0.0059212
                 208,            0.020707,           0.0073574,            0.011576,             0.90863,             0.68559,             0.77346,             0.60082,            0.021557,           0.0049307,            0.023604,           0.0059014,           0.0059014,           0.0059014
                 209,            0.020329,           0.0071548,            0.012677,              0.8772,              0.7045,             0.78619,              0.6248,            0.021459,           0.0049148,            0.025008,           0.0058816,           0.0058816,           0.0058816
                 210,            0.020985,           0.0072535,            0.012643,             0.85972,             0.70082,             0.77927,             0.62831,             0.01974,           0.0051162,            0.023894,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020728,           0.0069094,            0.011769,             0.85957,             0.74071,             0.79458,             0.62064,             0.02039,           0.0046981,            0.024803,            0.005842,            0.005842,            0.005842
                 212,            0.020564,           0.0073653,            0.012181,             0.91541,              0.6539,             0.76964,             0.60608,            0.018668,           0.0052471,            0.028206,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02135,           0.0073547,            0.011332,             0.85339,             0.71806,             0.76429,             0.58708,            0.019499,           0.0052765,            0.024268,           0.0058024,           0.0058024,           0.0058024
                 214,             0.02061,           0.0072702,            0.013873,              0.8817,             0.70801,             0.76953,              0.5817,            0.019934,           0.0055982,            0.024047,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020431,           0.0073248,            0.011058,             0.89477,              0.7155,             0.77483,             0.60443,            0.018395,           0.0045325,            0.022838,           0.0057628,           0.0057628,           0.0057628
                 216,            0.019903,           0.0069633,            0.010392,              0.9108,             0.70471,             0.78891,             0.61857,            0.019349,           0.0046769,            0.022482,            0.005743,            0.005743,            0.005743
                 217,            0.020709,           0.0072477,            0.011783,             0.92372,             0.71026,             0.78134,             0.61359,             0.02019,           0.0048096,            0.022466,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020891,           0.0071856,            0.012067,             0.95023,             0.68451,             0.77827,             0.62315,            0.020206,           0.0050338,            0.023171,           0.0057034,           0.0057034,           0.0057034
                 219,            0.020426,           0.0070488,            0.011327,             0.91564,             0.72971,             0.78484,             0.61324,            0.020881,           0.0048922,            0.023906,           0.0056836,           0.0056836,           0.0056836
                 220,            0.020185,           0.0072896,            0.011981,             0.89848,             0.70347,             0.77108,             0.58255,            0.020467,           0.0048599,            0.024346,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020514,           0.0071288,            0.012104,             0.88728,             0.70279,             0.77201,             0.57886,            0.021127,           0.0048131,            0.024489,            0.005644,            0.005644,            0.005644
                 222,            0.020314,             0.00734,            0.010627,             0.86823,             0.71539,             0.77039,             0.58964,            0.023495,           0.0049605,            0.022645,           0.0056242,           0.0056242,           0.0056242
                 223,            0.020486,           0.0072308,            0.011777,             0.84391,             0.68799,             0.76169,             0.59124,            0.022828,           0.0048491,            0.024158,           0.0056044,           0.0056044,           0.0056044
                 224,            0.020426,           0.0072463,            0.011784,             0.87565,             0.69168,             0.77279,             0.60173,            0.021911,            0.004749,            0.026997,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020275,            0.007046,            0.011024,             0.86604,             0.75076,             0.77489,             0.60191,            0.020778,           0.0045871,            0.025078,           0.0055648,           0.0055648,           0.0055648
                 226,            0.019677,           0.0070565,            0.011821,             0.87434,             0.70479,             0.78162,             0.60032,             0.02108,           0.0047043,             0.02403,            0.005545,            0.005545,            0.005545
                 227,            0.020217,           0.0072735,            0.010821,             0.81147,             0.78642,             0.78471,             0.60533,            0.021592,           0.0047108,            0.022429,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020306,           0.0072832,            0.011446,              0.9114,             0.66156,             0.77656,             0.60254,            0.021024,           0.0050138,            0.021773,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020193,           0.0068931,             0.01049,             0.93732,             0.65316,             0.74981,             0.57303,            0.022971,           0.0052165,            0.021862,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020391,           0.0072111,            0.010645,             0.89233,             0.66851,             0.76579,              0.5984,            0.022299,           0.0048915,            0.021273,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020459,           0.0070611,            0.011137,              0.8764,             0.73577,              0.7749,             0.60995,            0.020898,            0.004819,            0.021765,            0.005446,            0.005446,            0.005446
                 232,             0.02018,           0.0070416,            0.012147,             0.88967,             0.68973,             0.75539,              0.5883,            0.021611,           0.0050658,            0.021801,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019867,           0.0069401,            0.013383,             0.90852,             0.68053,             0.76011,             0.59613,            0.021651,           0.0055494,            0.023285,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019884,           0.0069822,            0.010241,             0.87945,             0.70446,             0.77067,             0.60154,            0.022434,           0.0055611,            0.023224,           0.0053866,           0.0053866,           0.0053866
                 235,            0.020501,           0.0071282,            0.010556,             0.90498,             0.68009,             0.76659,             0.60741,            0.021622,           0.0053845,            0.022488,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020198,           0.0068679,            0.010265,             0.91099,             0.69191,             0.77558,             0.59903,            0.022397,            0.005448,            0.021874,            0.005347,            0.005347,            0.005347
                 237,            0.020368,           0.0071129,            0.011685,             0.86423,             0.73153,             0.77351,             0.61649,            0.020855,           0.0049407,            0.022587,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020738,           0.0072711,            0.011453,             0.88864,             0.70387,              0.7739,             0.60554,            0.021381,           0.0049516,             0.02274,           0.0053074,           0.0053074,           0.0053074
                 239,            0.020218,            0.007106,            0.011148,             0.92689,             0.63236,             0.77293,             0.60703,             0.02177,           0.0050019,            0.023697,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020138,           0.0072581,            0.010575,             0.91598,             0.67131,              0.7764,             0.60974,             0.02237,           0.0048139,            0.025225,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020308,           0.0070914,            0.010951,             0.87687,             0.69544,             0.76954,             0.60296,            0.021327,           0.0045373,            0.024906,            0.005248,            0.005248,            0.005248
                 242,            0.019964,           0.0069676,            0.011089,              0.8966,             0.65579,             0.76516,              0.5997,            0.021637,           0.0051556,            0.023452,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019667,           0.0070564,            0.010897,             0.89135,             0.70274,             0.77677,             0.60417,             0.02111,           0.0049602,            0.024045,           0.0052084,           0.0052084,           0.0052084
                 244,              0.0196,           0.0067878,           0.0099391,             0.82062,             0.73437,             0.76358,             0.59117,            0.020594,           0.0050027,            0.023194,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019801,           0.0071049,           0.0092124,             0.86353,             0.69574,             0.75906,             0.59468,            0.020423,            0.005186,            0.023597,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019964,           0.0067336,           0.0098416,             0.91479,             0.68018,             0.76968,             0.60667,            0.020777,           0.0054287,            0.021576,            0.005149,            0.005149,            0.005149
                 247,            0.020094,           0.0070725,           0.0098335,              0.9327,             0.67767,             0.77239,              0.6055,            0.021246,           0.0053784,            0.020993,           0.0051292,           0.0051292,           0.0051292
                 248,            0.019908,           0.0069067,            0.010298,             0.92036,             0.68736,              0.7814,             0.61141,            0.021895,           0.0053076,            0.022085,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019754,           0.0073718,            0.011092,             0.90668,             0.68826,             0.77917,             0.62409,            0.020217,           0.0050116,            0.024278,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019319,            0.006918,             0.01043,             0.92336,             0.71287,             0.77451,             0.60947,            0.019913,           0.0052134,             0.02296,           0.0050698,           0.0050698,           0.0050698
                 251,             0.01971,           0.0070075,           0.0095748,             0.93648,             0.70586,             0.77958,              0.6166,            0.019433,           0.0052018,            0.021153,             0.00505,             0.00505,             0.00505
                 252,            0.020264,           0.0070952,           0.0096274,             0.89614,             0.70475,             0.76523,             0.61134,            0.018789,           0.0048395,            0.023969,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019454,           0.0069672,            0.010795,             0.84004,             0.73415,             0.75905,             0.59827,            0.019724,           0.0051619,            0.023701,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019376,           0.0068189,           0.0088702,             0.88141,             0.70636,             0.76769,             0.61202,             0.01977,            0.005093,            0.022976,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019571,           0.0069809,           0.0089333,             0.87523,             0.70896,             0.76826,             0.60972,            0.019764,           0.0047798,            0.023522,           0.0049708,           0.0049708,           0.0049708
                 256,            0.019484,           0.0068086,           0.0098603,              0.8982,             0.67332,             0.76032,              0.5958,            0.020029,           0.0049426,            0.025047,            0.004951,            0.004951,            0.004951
                 257,            0.020305,           0.0067532,            0.012237,             0.88805,             0.70161,             0.76423,             0.59557,            0.020519,           0.0050709,            0.023873,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020511,           0.0071457,            0.011851,             0.86594,             0.70841,             0.76883,             0.60471,            0.020042,           0.0051884,            0.023479,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019442,           0.0069854,            0.010546,             0.88494,             0.70214,             0.76847,             0.60376,            0.019193,           0.0053062,            0.023697,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019225,           0.0066268,           0.0093355,             0.89742,             0.70339,             0.77941,             0.60822,            0.018589,           0.0051323,            0.024365,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02054,           0.0069108,            0.009401,              0.9274,             0.67829,             0.77549,              0.6208,            0.017868,           0.0052059,            0.025281,            0.004852,            0.004852,            0.004852
                 262,            0.018764,            0.006694,            0.010768,             0.87954,             0.71315,             0.78845,             0.61083,            0.018341,           0.0051618,            0.029817,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019439,           0.0066955,           0.0092499,             0.90219,             0.70253,             0.78694,             0.60757,            0.018334,           0.0047511,            0.025795,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020223,           0.0070177,             0.01176,             0.87899,             0.70897,             0.76812,             0.60213,            0.018441,           0.0046652,            0.025012,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019263,           0.0066961,           0.0097742,             0.83338,             0.75582,             0.77699,             0.59456,             0.01826,            0.004629,            0.023394,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018971,           0.0069181,           0.0096955,             0.87032,             0.70517,             0.76924,             0.59291,            0.018627,           0.0048387,            0.023304,            0.004753,            0.004753,            0.004753
                 267,            0.018939,           0.0068256,           0.0084787,             0.91901,             0.66308,             0.77041,             0.58985,            0.019341,           0.0050269,            0.022947,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018956,           0.0069442,            0.009804,             0.90515,              0.6703,             0.76947,             0.59362,            0.019669,           0.0051246,            0.022856,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019197,           0.0068948,           0.0094171,             0.92559,             0.65927,             0.77231,             0.60109,            0.019473,           0.0049814,            0.024043,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019204,           0.0070288,            0.010223,             0.89408,             0.68509,             0.77637,              0.6139,            0.018925,           0.0049033,            0.024855,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019469,           0.0069441,             0.01095,             0.87899,             0.71206,             0.78259,             0.61044,            0.019765,           0.0050079,            0.024843,            0.004654,            0.004654,            0.004654
                 272,            0.019387,           0.0069115,            0.010846,             0.92354,             0.67988,             0.77208,             0.60547,            0.020033,           0.0049356,            0.024783,           0.0046342,           0.0046342,           0.0046342
                 273,            0.018636,           0.0069602,            0.010776,             0.94035,             0.67341,             0.77835,             0.61203,            0.020757,           0.0050484,            0.024109,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019143,           0.0068567,           0.0097076,             0.92168,             0.69158,             0.77571,             0.61058,            0.020521,           0.0050915,             0.02475,           0.0045946,           0.0045946,           0.0045946
                 275,             0.01875,           0.0068577,           0.0089049,             0.87369,             0.72557,             0.77417,             0.60172,            0.020739,           0.0050429,            0.025247,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019209,           0.0067278,           0.0087223,             0.88774,             0.69652,             0.77836,             0.60846,             0.02029,           0.0048736,            0.026004,            0.004555,            0.004555,            0.004555
                 277,             0.01974,           0.0067161,            0.009119,             0.89975,             0.68919,             0.77584,             0.60886,            0.020644,           0.0050953,            0.027337,           0.0045352,           0.0045352,           0.0045352
                 278,            0.019224,           0.0068842,            0.010019,             0.85467,             0.71059,             0.76583,             0.60072,            0.019799,           0.0051488,            0.027409,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019336,           0.0065681,           0.0078445,              0.8471,             0.71996,             0.76502,             0.58807,             0.02029,           0.0050282,            0.026113,           0.0044956,           0.0044956,           0.0044956
                 280,            0.019164,           0.0063603,           0.0085706,             0.87382,             0.70998,             0.77412,             0.59387,            0.020138,           0.0048283,            0.026528,           0.0044758,           0.0044758,           0.0044758
                 281,            0.018626,           0.0065584,            0.010276,             0.87912,             0.72115,             0.78597,             0.59977,            0.020951,            0.004856,            0.025804,            0.004456,            0.004456,            0.004456
                 282,            0.019729,           0.0067016,           0.0085754,              0.8782,             0.72768,             0.79094,             0.61335,            0.021181,           0.0047452,            0.024809,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018868,           0.0064553,           0.0066027,             0.87994,              0.7282,              0.7922,             0.62523,            0.021051,           0.0049024,            0.024776,           0.0044164,           0.0044164,           0.0044164
                 284,             0.02002,           0.0064599,           0.0087524,             0.90824,              0.7095,             0.78833,             0.61944,            0.020929,           0.0050396,            0.024639,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019274,           0.0065831,           0.0097977,             0.84676,             0.74665,             0.77439,             0.60422,            0.020979,           0.0049962,            0.025348,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019338,           0.0065026,           0.0082035,             0.90327,             0.70833,             0.77439,             0.62048,            0.020316,           0.0048505,            0.024804,            0.004357,            0.004357,            0.004357
                 287,            0.020549,            0.006682,           0.0089174,             0.91374,             0.66088,             0.76662,              0.6134,            0.020012,           0.0050303,            0.024702,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018574,           0.0064787,           0.0094508,             0.92793,              0.6617,             0.76934,             0.61399,            0.020213,           0.0053085,            0.024491,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018349,            0.006433,            0.008769,             0.85373,             0.72264,             0.76448,             0.60057,            0.020385,            0.005456,            0.025051,           0.0042976,           0.0042976,           0.0042976
